session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
gAAAAABnydXBkTUbh5J1z_8i1jRaSuE-N_PetZM0QFMCOxgH4jSo7zsCDr7V6tAXARZ9G6VbfOyIgsJso-je2mJpe4_qvb5Cxg==,117,TCP,4,833.4889649491395,DES,0.4732919047923998,2,Unknown,0,1
gAAAAABnydXBvqGwToOintzgcic09fzNvOJZV_Q4iTBFx40dUldAOuAjJhUIdfyQT24ZvcAkBAnEtNfv5m9wNktMtl-YEEW9DA==,155,TCP,3,77.84995157439054,,0.3524755745227921,3,Chrome,0,1
gAAAAABnydXBpsSNSbdNvxhT3ZUMVEu1hpJoWEuAB2HB41H2dbDzPgpQXH8dCair0WVt-TqIBIVEwR58z4N4_UTsKvPbCTM5iA==,387,ICMP,6,292.1361960073892,DES,0.2549124511362793,3,Chrome,0,1
gAAAAABnydXBVWueUbm3cXdXKKquJp43uw0oMFteTCuc5RBZtoUB0FgqjEmp4e2sgUpOBGwJZDNBJSGnfZv3TC0WM5H22sY7tQ==,297,TCP,8,1421.414371761036,AES,0.345367552273892,3,Firefox,0,1
gAAAAABnydXB_g4jfjt8_thfU1NcgKBSvayS6h8YrCc_pEN2PKv42wVaG220hWPsyfFJRtqwQ4RltsFBV-Wt-MYqiu2a0J6P8g==,562,UDP,1,87.64100168835026,,0.1367291897579692,2,Firefox,0,0
gAAAAABnydXBH3xigC0j_Q39YQRk6JTd4xlqIVkgP57sPMDURJDipL1qEQiF7r6bMv-YzNBGuDAkDfqMxXViFDVAYdZlDnq-sQ==,318,TCP,5,504.98866997657433,AES,0.3942314568896387,1,Unknown,0,1
gAAAAABnydXBrnTEvGtihtijXw4CQsk0T6uAG0snsM_qREfg-wmnOJXxWSHEceQ_MnnZo9YTiITaOi_9a0lymOGzjzASP1TLOw==,217,ICMP,2,883.6175678484254,DES,0.3101131570512104,0,Chrome,0,0
gAAAAABnydXBS7ulC1IJStFRYfZwzSZJ9Ncx3mybPjV4ifdjV-W8Nw2i5EgFs9tpZNAfqzqLIOVbMEH5DKPZauCbvcjOAnKgyg==,793,TCP,3,122.1894142089281,AES,0.3693246493280864,2,Firefox,0,0
gAAAAABnydXBMAoB-lGbUT_v2bCNVdyuA2i8CvevL5D9sfdHNksI1waaEmFixUKAF626dSAX4SO7lR0oerIOiKr-7YrK5ZKU3A==,454,TCP,1,299.71154797427783,,0.3738745916057353,1,Chrome,0,0
gAAAAABnydXBX3PixMZ_bZe_QIgkeI0_8oG6IgbGMpud-RFhk83k6GIBM9Y9EjUDKfjEHLZM_WhNwTGByT5J-a15zBK-IXjsJw==,513,TCP,3,654.5261426459776,AES,0.4970295435549451,1,Firefox,0,0
gAAAAABnydXBydVfDWbUNjXM5o-bT51jJP1CyIGred91LlH8-8jqaSIjgtjLZVoIs0O5PGFPn9kWIQk6ifi3uQnXZy7v1GVIHg==,215,TCP,8,317.0788581057768,AES,0.461950842242767,2,Chrome,0,1
gAAAAABnydXBUhYEvibUMr629jc_zscqcsncvBXgy2OqKzDc_hNY9Tla2KBI-_l7yYrRnoMyboORnULi7KtnL_9BWWndNGTQzw==,391,TCP,5,93.17112499822254,AES,0.536245189457405,2,Firefox,0,0
gAAAAABnydXBIE1Vg8WI8Cgf24Z3_HqNNpIjyUSos03Tg_zrhU86LuBmEUERD38tkbKcfr8jyywWUz7l-Ll-hhqnjxoh6QdZ-g==,522,TCP,4,211.59584253834697,AES,0.1078985576055601,3,Firefox,0,1
gAAAAABnydXBTnz66vMxOQRGfhFVfpTsnMhMz255_ZC_n2ssEh6fXOR2FOwQ1qz9TUCb3B971QVNQ6piNjdUTRyOa_gGmOCloQ==,269,TCP,9,92.70169297371484,,0.5068194256848887,0,Chrome,0,1
gAAAAABnydXB1SzFafA1a2z9ej7Yy_Jhug7eCpCUQTd710LXdDmJoZzuBJyK6QfHS1jKcQ1rCmWpnqnxBTlYQct2uOf_Krjz5w==,575,TCP,3,3286.221727767748,DES,0.4204711850467863,0,Chrome,0,0
gAAAAABnydXBjmcIKYKYlYyKz-C_lz8y6xeKrhaOCor-s-eWbNjM-8PX8XyrL8ohKdt91zeNub8lLhMV51TM2G9aAR1-4KkyBw==,379,UDP,2,214.98212232301017,AES,0.7863154442710675,2,Chrome,0,1
gAAAAABnydXBdV1Hw9ECRYt5z4iDLgwMDpR10KzIIGdbSjFvmjJYEB0JeTTqrWzjsNPLjfJ3gRGVEjIxz32QZ_Nr5UjIyYuZxA==,441,TCP,7,604.9615522886485,AES,0.3360318477936075,0,Firefox,0,1
gAAAAABnydXBk3TQMA62NSMFz7dblbnxRXQtBkaW-X6pNDYQT4B3Hx3QhaWod1uT5neymXNVNpBiJHYN23lKW6i4geOPMPIJAg==,379,TCP,1,447.62330730772806,DES,0.0993898185618982,0,Chrome,0,0
gAAAAABnydXBs1H-IcCw0Musm5ss7iApHkTW5gENiGAs_gLn5bVSnrQ19bvHhqpcx8CcfDyVWg3lI0nUQwH2ueOyFALy3abR3w==,870,UDP,2,674.2716307687525,DES,0.2720868405623606,1,Chrome,0,1
gAAAAABnydXBF18LvD4xng_d1uN6xLkUNYXad_ZwqLMxni-6aC0BbKG8heIzbi8ZoJJjP0ja42LkPQQfLr8qVgnHt2-J3XqFPQ==,497,TCP,1,551.4693389958693,,0.0351392525704552,1,Chrome,1,0
gAAAAABnydXBSxbncz-MURrBxlbB3P6WjiCUhIACoChuo8cG8kUqj0HN8GiCFbpD5DlXMOVlz5g8FT89PCax4gtab2nclwxz4Q==,288,ICMP,2,1039.10118603804,AES,0.110269438624984,3,Chrome,0,1
gAAAAABnydXBCx0tS5SkRGwfPNAwATXL_NYadfwqSgDl-sopQhvvCWYH_I59jAJqZeM-AXzgPwSoV7lUWrCp4HTuZw2RdkKrXw==,664,TCP,6,1650.942099269792,,0.3915442086550267,2,Chrome,1,0
gAAAAABnydXBP9L5Ubr1YJpUlvPCIG4tqr3xd6mT-mWSJotXqiI_1UdnBEh2tYpZg07Y1ORny6x4jGFlwLETMTGtLH-oYPNx0Q==,255,TCP,2,268.71323796747225,AES,0.5173361768348047,1,Chrome,1,0
gAAAAABnydXBSPmwuxeAw-nTuE_RMwtnXK9b_6nBZ-n49YX3hHU1l0XyKlKWk1pF-uDa7WDFEVkib4dzm6LNnEKEa1ZgqUpd0Q==,541,TCP,5,162.2873080817919,,0.1379758234123113,2,Chrome,0,0
gAAAAABnydXBqlNcp12hoprMtcTdo_CN8_OM3k48LkKOJsmlPbmfIOwGQJCLkEGn3wEhcFXfZNmA8ckrNt9BWwSVERjW32yRjw==,108,TCP,7,3325.3086894656926,AES,0.0795093219361312,2,Firefox,0,1
gAAAAABnydXBkfPJNEB0q362bcz-_DSnyCv-npKx2EKWXJBlwCd9TZZPnCM1xydsPKQOqlymwOeYcoF5cBYfIKmosOM_Vd4JcQ==,234,TCP,5,1608.365096858205,DES,0.6459042598252172,4,Firefox,0,1
gAAAAABnydXBKxf_o7DSM7J3bFSJ3PXh2c-HG8iu1uFb4ivoGb1Z7vlh_k39Y78ksAgsdNHl9RAcCuul-deA1m-v8A1GD-PxVg==,539,TCP,4,361.9425945829811,DES,0.3087899599206534,0,Chrome,0,0
gAAAAABnydXBRgAnCJn40At0Q8Ik4aRY_uZuCQIgcsyoL1SrJA7978uxlTp7UZz-ZnUhdB293FRT_JjR0rNBVOi36bdQGuMBQw==,647,TCP,2,1801.41325899014,,0.2991840394359722,1,Chrome,0,0
gAAAAABnydXBffl1Tpq_D1H04AE7aokG39JjXZ1HAJvkkmvCqD-fXVf6_SW8P2PKTS5cpzrVEg0VCXSNyIzDVKjHJ3nxfAJdxw==,534,TCP,4,888.2555882449734,AES,0.0367521363575246,3,Chrome,0,1
gAAAAABnydXB6pXN20mViNosBGULxgo0tbPGV2f7Dq5NYOGcEq8_ory_1cJUUIltngk_cgW5qGqQ011FXiaihKYQoMjCR2cNjA==,476,TCP,4,460.1784563437431,DES,0.3974194615917665,2,Edge,0,0
gAAAAABnydXBOrPEyH4Th2YemywwE0sq6F6-ODCnD_uv3IhMVqtBbr3tsfB4_GNSMLc0Eyc5LjRgLkNfXOmY7xK3lCoFjtrxcg==,439,TCP,5,1653.5169443242044,,0.2453131148697448,2,Chrome,0,0
gAAAAABnydXBnOb5VdzTJnr6m30V4KahbVHFeWU-EXGykbEOo3WHzFwJaRu5POinl4baRIUSH7YVLDYjqICo2mRb_vzKSBB8tw==,204,TCP,4,899.8403029798167,DES,0.3373211395417786,1,Chrome,0,0
gAAAAABnydXBuk6VOgOWhVBHvezRksmlulqqn7Rt0FGPyu9tKYw4rFK6pvcou6rlrZcPkKr5oFpLJWp82LNpippExkQyu3A-dA==,356,TCP,2,1401.0372662699012,DES,0.6729768279913647,1,Chrome,0,1
gAAAAABnydXBdYlcOBGX6o_o1WaLI0tm--GeS9MvQRrQxXVwuj3qc5wwNXi3HTSQiZFVgYdLOxgd9HVDM6sXWuBvyTyBO41yBw==,407,TCP,7,432.6976830475844,DES,0.081769711383674,3,Edge,1,1
gAAAAABnydXBAgh8XLQYqABt-8BunxlhkwSVjo_E8eEB57Cg603ABJUILqGJpV3sOjifDTB8RPE0mQkJ7ani32-PtRYbWg4l-g==,711,TCP,5,1282.4285713839413,AES,0.207445483534184,2,Edge,0,1
gAAAAABnydXBXHRKniKX8a1Kg4LlO76WhxDepd2iJdSmYaBihlE0bq2uoZW4JAfFrUCcVYL314HuDcoymWG5duzpDBt5v6bQyg==,568,TCP,6,365.73555486698257,AES,0.5343683322456065,2,Unknown,0,1
gAAAAABnydXBH9xvd2lRLqpo-76s67lfHOQ1NhDjOKqCUI4eFn0tcYbXZGCCRlzQeFkyTolPQoOspWSNGxlPoHJWBkj_DikyMQ==,147,TCP,1,1062.659149730583,AES,0.2633726317268964,1,Edge,0,0
gAAAAABnydXBFdkSBzG8fNdA03UmkCRW8QN2k-A3t81VR-mXGhTsuz_5AHx7m4CwjbshxU1siHkLIoZwAmUzcxBGy4YF--2n-g==,564,TCP,2,457.4952008808089,,0.219704731816743,1,Edge,1,0
gAAAAABnydXB3c2nPF6wchtozBKHCJjnnmrIH6eXWZCbgSUUyoWT70TT4jXA85WAareIIZq3yEJ-wWMTZAzBYT3WPLibb5NyHg==,422,TCP,5,415.6167950841102,AES,0.4663241681421678,1,Chrome,0,0
gAAAAABnydXBOytMkaTn-2_6DLfNEWfTIVBcF5OMfMAnHMN235Sf2BWKV7xW-mrxpo11DoOcb_WSuWkCI33Qx87i-kKrhyfNhQ==,364,TCP,5,1274.1942392067006,AES,0.8708336888298047,2,Firefox,0,1
gAAAAABnydXBX54Ko8KcxU3dRy25Rh4x_pt2c6sbQxzSV4JLJGkeSIdSe9QHIr5ewjqyehGkxEw32wRPittAFnZq8nTmfHOMbg==,622,TCP,6,106.8587436466122,,0.3298889701600508,1,Firefox,1,1
gAAAAABnydXBNU3R0FrWLk5_34DdqBfwfRCp0cJiS3mhlMn12ZzKCkvscOUvjjYe4qSN9m1fUKzwsqNjwc_lJgkg0ko2v-mfqA==,706,TCP,4,2107.19716665885,DES,0.4658562587345757,2,Edge,1,0
gAAAAABnydXBmSgxSRUPDjdCnGxap1RcO3_W0OyNuplk4paTsnYbSab9FJ8iIWdP7xUYVqNHg6oyg8rkUEkQMgug1VAN5WfCjg==,686,TCP,3,568.5288982396605,DES,0.6136432536281438,1,Firefox,0,1
gAAAAABnydXB8-DY6mWxcCDzTPI_bdukceGJgtO5zAag8lK8yd89JZDV2sCexVEv7toFCLpfJEFLtjREfqZrEXdbMmq3KFCZkA==,332,TCP,2,808.6446595055914,AES,0.1742454820703902,2,Chrome,0,0
gAAAAABnydXBfIGjKrlQfmzvSfdcvd69qLkSmNuH5_1MlsgPJ5B98MfzmiRF0SuNOoGKCqQ2vcx13Vs6u1Px0H0tEDDR-4KqlQ==,438,TCP,4,415.7067630688467,DES,0.2172346369333444,1,Chrome,0,0
gAAAAABnydXBfcZiQLz7f0vc-0lByVE0XmNusC1bF1k_YWfQJW62nvd51rAtXx8QjyAQg7OhsVxvDsGMMMzefgYG7BYrF-2eTQ==,566,UDP,5,830.483464807917,DES,0.6028501934467423,1,Firefox,0,1
gAAAAABnydXB3JCVLB6nwdLw7MLCUHfu0OWBUc1Jat0bmOc6cFDGMrNN3ayHYQEAVV3wv6xGlVIFYJUfR7sDFPQrB-WTVin7Cg==,695,UDP,1,989.8897960942786,AES,0.259418552130799,2,Edge,0,1
gAAAAABnydXB8eTkErFEAXLA-IaOIbtqkUI0AA2AQWixkotjG3V5Mv7gP-NgNLcg5alhDAtoYr-LTYHkwcX8QhkpUArXUiFogQ==,404,TCP,9,1622.860870864447,DES,0.2356755502429507,2,Chrome,0,1
gAAAAABnydXBgghAS16_lQtqrXdwhIUIAoFRTw-yJoN1CJAdbckml2EuIQUH03o3CU-ZY5DwycvRfqZGzJ0DjIAWjGFGJNkXAA==,462,TCP,5,1541.3967703070944,AES,0.0400191829191788,2,Chrome,0,0
gAAAAABnydXBZYzkn5o4Zv24ymHToMgwYukSX9tQC7uUO6_rId_uqOJwVXCIT7YGeSgU404D_zkcAVEnTu9nG9329MR4MeyIdw==,278,TCP,8,354.30271017360786,AES,0.5116026457176248,2,Edge,0,1
gAAAAABnydXBTkAZFj2MNPrAhO555JIqRNKPfQFQmWsRgpriDMDC0jQy2RY3iSSzyL6AuCnmqSx7y539BqPtpzC6bQXSZ4tLnw==,260,UDP,6,765.3837210156122,AES,0.5402342873210285,1,Chrome,0,0
gAAAAABnydXBPMzJz7_E5BatbTATrlRQi_CpINo23lyUudGoyhiUs5ggXhCtsHGVq7iUTWdLERMi76y_B8ZyXW2aGWxdAIEXhQ==,662,TCP,3,1213.40421214117,,0.4544121864022344,1,Safari,0,0
gAAAAABnydXB6SlsrG8vF1ZiLmkKiTOFwg-4vzOiPsStTmXHi20DKLEShLiVxBjXDYQPR5GzPdAVMXS3sfnGLASVgjlssW8ipg==,771,ICMP,6,1158.071232246108,,0.1357785048218817,2,Chrome,1,0
gAAAAABnydXBC0N0NxroZHij7-pDB27mpt_nWACyhelfe_iWu4-w9V8LkuZLK0a6WpiPyst8Dh7yUpwzujT8v0sKaDq-7Yl40g==,485,TCP,5,1772.622948174797,,0.4362987418285402,2,Chrome,0,0
gAAAAABnydXBtZ9bTDHUhmHxPQXJUqueDYPCb6_3uhuwKx3i7RnBUhJKrbY8EXMzRWu_GswLE0FlfST4MZ3_Qa4poi3TGHEcaQ==,700,TCP,6,1426.7642254528307,DES,0.1997666308396278,4,Chrome,0,1
gAAAAABnydXBXW93ZZ7PJp6C5BHAzQ4HyyaOrfGR58XIgRp4aemnn4kAJqgLjSdEuYLwt1HQhRy6Nl9DBA6FtaZPLJj1x3BOFQ==,572,TCP,10,1012.2699508672414,DES,0.1644573479924417,1,Chrome,0,1
gAAAAABnydXBA6TcSGhNiebQBloGXee3fAAzJRxP12mndDSCSAGuIrcL77Yw0luxOwIRP9r3dfLb0Txmqnc1Ze6GtkafDVxqGA==,370,TCP,1,1105.3806022240433,AES,0.4086537168997098,2,Chrome,0,1
gAAAAABnydXBVrM8btWZDDCz4I6D5GzyPOrgLLDKUTtMH9FeqwrNMDZU-hPqmrjqjBAC8HMDyM4XbLHcVslN3VydGpqaOwZGpg==,572,TCP,6,1317.8935947961731,AES,0.2053917876576297,0,Edge,0,0
gAAAAABnydXBgS1Cs9Dndf6kVgRHyDn3qtW4iUIQku6pOIWgfyGs2H9m_FBq3_l3IDZLXoSXHpLhUEROGs8PVA749uYpW01u2A==,807,TCP,3,1455.576779684165,AES,0.6271547548524079,0,Unknown,0,1
gAAAAABnydXBYQbJ-n64zteg43Eqcxs5ddcrhjUshVmUOpBcgf9QfeVavXS5niKOc_-mLn5P0iam9hlR5u88wLnAF9d9XPz5zw==,492,TCP,4,347.91805418370086,AES,0.2638643281334985,1,Edge,0,1
gAAAAABnydXB5WcXmAq6XlJcNX_SugNP15nCG2-MZuk9FGmcOvdnEujhsq-i5amDOgCqFzEbwURwv1mrwY_c8ihjPkQzbUGLYQ==,812,UDP,7,1217.9139195544108,DES,0.651720998102494,2,Chrome,0,1
gAAAAABnydXB26hguz9FCvppomiQ3dgVTPKl5GdBLqv6ZYSXspjAkdK6KLoFwUmoUCDoudX86k2_gBcmawLC0jsmOKgOGlcELQ==,64,TCP,6,2384.0286686884297,,0.5125115429611737,1,Chrome,0,0
gAAAAABnydXBZN8b0O4YCSE3uhBfutToqUxMyaaL54K-1W5kFYgnTkCc5MlVEQ7rdTi1QaedZPiMmxYoNChSwiaD3c-N2VLDMQ==,664,TCP,3,212.17659606312992,,0.1055602857207033,0,Chrome,0,0
gAAAAABnydXBLVIk5nBLhuIfopNC6BU2IUqhryHI4_hZMpaFfrLKMEypaN2r-7k2KJu52wdMXlTJREAdo9rDhpZA03NaG1cP_Q==,517,TCP,5,39.54966375410118,DES,0.3360337531065149,1,Edge,0,1
gAAAAABnydXBCBiBgLLPCqNnvVKoYnvlrRcga2ornyXp_vYZek1E7JVHtZxDauxhxEsEIoQa3wXByRacC8u75kqQm0YjV5UMkw==,440,UDP,5,60.12054049063278,DES,0.3466523484514337,1,Chrome,0,0
gAAAAABnydXBFFKW39_ICUxAlXLZjaha0RQErwhZq-Z9SBu-1VeBu3aLXt1XvqVZD_BJvobiSXIoSOK97cWzwDEY28Hy6v0hQQ==,518,UDP,7,195.4101798830058,AES,0.4472088363848736,0,Chrome,0,1
gAAAAABnydXBhZJtqnbLNENZzBIoRYJQemh95PAj4hP5XmvVnALnA9E6HoE769yHEW4b00Jk-69SblnH1IWP5vEvYE9PcVWyrA==,102,TCP,3,2018.4893233966325,,0.208078319662466,2,Edge,0,0
gAAAAABnydXBZB7BqVYVAFzJ8THp79IL8z42OsDge8RB-gfbBaAioBqoCmcbNuosIitlYZSGd1g-emq9j4JJb5bByEGNO6Hm4A==,456,TCP,5,108.46893562306865,DES,0.1097625098489018,2,Firefox,0,0
gAAAAABnydXB30Q8hdZdYlUzORikRHmmIzWom2hDv0tUaCy36z0BYLB95F7-uT9D9NnBdXG8D7AaBFL0PNzkSaaLZ5whBz5bYw==,571,TCP,5,1101.401768015545,DES,0.4818222137601502,2,Chrome,1,0
gAAAAABnydXBJbO-JkxFk7gAdl2C0RSFhqrellcsd8d3kCB5kej5K6DQlz7Iz5BTofu9R-wR0dU-5e7D9id8NEsZ2PE18mjljA==,795,TCP,6,1614.1886098890527,AES,0.1796520284230282,2,Chrome,0,1
gAAAAABnydXBC4qe80Z-0AN8kAz9SY5nsKZQzahJoNaHQ35gUqv7UIy2YV6rdr_LDExVOU4VVFM0wpU-1AqqmwgG8zQjNmHnhw==,396,TCP,6,1679.8526967503185,,0.6107440107285588,0,Chrome,0,1
gAAAAABnydXBPkbyv0nSwi6RzMUqg05AHMBHKalhQl8csfZHq2C-X1TZpRia2KccPRx66XMKnjtW0vu5wMNimoCfikJhyCk8yQ==,338,UDP,2,431.3095534963739,AES,0.3254855696413191,1,Edge,0,0
gAAAAABnydXBYTcfFHA1CdtLFCNrtQ3T2E_ct0cPm9yLR4KXMFK7qggk1RjZKzmGAjo4ZsFI1wKTp988s1jpTgf2kD_TBzO6MA==,399,TCP,3,546.9722169261106,,0.5954335496002904,0,Chrome,0,0
gAAAAABnydXBQkFigITLjTYlE5Oj276OqC47CrJwOHVuO1eFlMNrPQajy5qQchUzZPIByIMCtOzV0XwT23elE_cqm2CUOwcmPg==,683,TCP,5,312.3613276488573,AES,0.3415719127620866,3,Firefox,0,1
gAAAAABnydXB87RdznEa6fX9E_-0nZyOcDOI0CYgf0vrO_gaCRcafhYwviuwCw7GO3QPk_25zgDyKQt8piN08OjQJxFEqnoapw==,565,TCP,8,127.51964209032084,AES,0.1981503877084024,2,Chrome,1,1
gAAAAABnydXBTDVXY9id1gd7tKMpHFzDLgIr7Ahf2Zt-mx1Ivt80TO0adpA8SuqH2Gc208Wt4hgDCQf-p6Ac-feN28_WhIgBWw==,394,UDP,4,190.7796533194509,AES,0.3840149947090269,1,Chrome,0,1
gAAAAABnydXBdm78FpSpO7R0RNT_Tl4IA__lBX8ekYfZEAmhnHpm8ISSWVDN0h5-m0tt8xyRmhT7kp_bWDYtMoBLZRMZVPz0Yg==,602,TCP,4,115.82192978072582,AES,0.2826995354274423,1,Chrome,1,1
gAAAAABnydXBtpKrwTH1J85jyLlkI2-WU7C7cLnCS2fDN48SxD1T36HLqrTezjJXadUFqxAUWLg_i9v4dI5ebw9ijE7g2lVARQ==,519,TCP,3,418.7535920670476,AES,0.5074718561537545,2,Firefox,1,0
gAAAAABnydXBsGrPu-5WGqUh9KPvqwUtjCddLxBiuJETRcdX-HkxKRkEVjIYgCgmsgVT-iiy0ZVx0uqZoCokA8RVMThmSGNfng==,693,TCP,4,149.39682434919536,DES,0.7465329921047918,2,Edge,0,1
gAAAAABnydXBqpw6TuNR58NhFXsbEJTQnHEL60PrWyFMBvGUMCyrAU935kTRrkZDIgDCcL6mbPK2n8pSWwVJE79Z_Y3djIL7Aw==,359,TCP,4,413.2077481798984,AES,0.3961354801328169,3,Chrome,0,1
gAAAAABnydXBxU92WC59qweAdiTDZdB1rq3whSI0xRUXOBqdgLkcMwfk4S8yOt7QOCFNBq5mk4cb4CFZxWT6zZCz-R52OZ1-MA==,434,UDP,7,1524.0632797670812,DES,0.2653750876483886,0,Firefox,0,1
gAAAAABnydXBdaR0nv1iKUt4CVVWns9Qzc4moaf-rHCnqwrNWy-7jeCuWPcykzOSAC5wqUCc3Tw2V4N39Cldh-7PxhI0P9RPgQ==,421,TCP,7,850.2462962444683,DES,0.7363071667506592,3,Safari,0,1
gAAAAABnydXBgRDok2ZRk1906fOTj10S2gtihYKRTrcK49cuJmvkpCkMRyj2sWn07IKEd5B7WC5LAmz0ChoIFR1TDq-3IL59AA==,207,UDP,4,869.5488497403968,AES,0.1801952291959206,3,Firefox,0,1
gAAAAABnydXBPopOkpNTjPArMtiAfbkwXX2hwOSyCF8tpsn9LpOnDlpHS70ik7ukvdl9tC4qwQ9e0juxjwC-FgtsDAqa0yH3RA==,559,TCP,3,1336.4809719223258,AES,0.2804595050221319,1,Safari,0,0
gAAAAABnydXBC25QTP6PZn3BAEIk4JYBN6yDMpOTguqYeurandZLlk5cFKpshbSlHy6zyNfVWPahZSzMj3dxut52587ns8fHfA==,552,TCP,2,33.65280380665794,AES,0.3119724983066272,0,Firefox,0,0
gAAAAABnydXBLTLR_6cQMXuAtLYnwA6L2LV4PIIOzcmnGNUDfhHAdcKC_PCzlPCuQpfH0KQc7Tfn57Vq_dECw5e7c8JuQcRpbQ==,501,UDP,3,1265.8898099183805,AES,0.359586097716788,2,Firefox,0,0
gAAAAABnydXBqCJ5Bd-yXaZo22a-d6GtbXgsUCmjlJR_atyYKZ7Yxefs0_6nZf_vuU0VR-Lm-W5uJm93EkXv4HB4KspQnpApzA==,453,TCP,5,174.87198977443362,AES,0.4396989559319573,2,Firefox,0,0
gAAAAABnydXBjfe0pjSsz28pnZswsXgvUJFLgjRy7IKmkPlqjcBes7Yk7UELLOGDh8IEXoCeL8FR3Y5i9eUFRSyxNs_k_FO2JA==,216,TCP,6,339.6289336863756,AES,0.792908723614886,0,Edge,0,1
gAAAAABnydXB_mfs8E5dZ3DQElGweNfIibczhPdoT3DwceehaZj67dogS9s5ZiSIX8ih4i44O2hJrNdQe3yhU9TXONF5wRPN3Q==,415,TCP,2,294.5849672223419,AES,0.2046812710873537,3,Chrome,0,1
gAAAAABnydXBnsR2aws1H76AI5SRMvqGR0EItvf7_VWw0alj_ZxsOYLaUfbgc0L5wvjO-qjf5WWiKvD5kdBrBn_HCrjbvlZA0A==,431,TCP,2,89.33142787527953,AES,0.0213026825741628,2,Firefox,0,0
gAAAAABnydXBqP2m1G_cPQs6hwO7kOvYr2a7aQcgql2RQJ8YzTiyl-nZVF4zvI-0Sr_eDpTp3xCOP71JzTodYGn8nxmGGmiyRg==,339,TCP,3,152.6475054745366,DES,0.40868098195241,2,Firefox,0,0
