network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
212,2,6,392.6850037634333,0,0.3699865367207026,1,0,1,0
732,1,2,1308.020307909569,0,0.1919046573515208,4,1,0,1
539,1,2,1663.2422532826597,0,0.1353768117514176,2,3,0,1
379,1,4,427.3321393830559,1,0.7082677300966431,1,2,0,1
513,2,4,957.593324494753,0,0.2103723487670503,1,0,0,1
422,1,5,354.39962301749523,0,0.0395255450832942,1,3,0,1
522,0,7,320.0235284583744,0,0.7191215189351108,1,2,0,1
632,1,6,315.4692574902977,0,0.3812849634632371,2,2,0,0
252,2,5,2664.7602536271625,1,0.3229205459042479,2,2,0,0
926,1,6,186.7013391561711,0,0.2648246677824046,1,0,0,0
469,2,3,246.780815380797,0,0.3852362102221529,3,0,0,1
617,1,3,637.6515281008511,1,0.3480549763150973,1,0,0,1
556,1,3,624.0084850513184,1,0.1689139808684438,1,2,0,0
375,1,3,478.3365406589435,0,0.2315063890845416,3,0,0,1
458,1,6,552.3513164824271,1,0.1482395167944512,3,0,0,1
401,1,4,1697.7533026634542,0,0.4348808542075785,2,0,0,0
382,2,5,74.22269221366982,0,0.0782615402149965,2,4,0,1
669,1,1,1418.8990127219554,0,0.4528119810065444,1,0,1,0
571,1,3,496.3834309128998,0,0.308044553720591,4,2,0,1
679,0,1,155.98117018839662,0,0.3509090588433247,2,1,0,0
561,1,4,1349.0830647792754,1,0.4244379963753192,1,0,0,0
662,1,6,717.2732948818624,0,0.3442998834876844,3,0,0,1
334,0,4,302.6262416858706,1,0.3722647858030916,3,0,0,1
387,0,2,399.3275015852074,0,0.395613837280464,1,2,0,0
649,1,3,1959.4190815651675,1,0.3065663803520335,2,2,0,0
622,2,3,2599.1028605223205,0,0.0603654977219078,2,0,0,0
495,1,4,1077.1734625145084,0,0.7032079060249946,3,4,1,1
523,0,3,1107.200843136241,1,0.4068778143239984,0,0,0,0
755,1,1,948.3833026661184,0,0.75885213312559,2,2,0,1
381,1,6,707.8529081699623,0,0.3981485733080811,2,2,1,1
609,1,5,723.2493102710545,1,0.2378407310010676,4,0,1,1
459,1,7,2655.0208061173084,0,0.3853178331369276,2,0,1,1
456,2,2,1111.9577051650865,0,0.1910325841651674,2,0,1,0
719,1,6,852.1604925144311,0,0.1247919255078034,1,0,0,0
665,0,2,167.65844166029746,0,0.311150174143006,1,0,1,0
761,1,5,587.6644390849099,0,0.2234048422822092,3,0,0,1
504,1,4,2301.836606448674,0,0.0375548537427198,1,2,0,0
636,1,5,1000.1740737729252,0,0.5302517473571433,2,0,0,1
564,1,5,619.4779792906528,0,0.7008459657944341,3,0,0,1
473,1,3,1785.567995704509,0,0.2065512311191087,1,2,0,0
519,1,3,42.53556726617147,0,0.0942590558146546,3,1,0,1
619,1,1,1612.287801821638,0,0.2874080308809998,1,3,0,0
336,0,1,760.2737507680163,0,0.1663687513809284,1,4,0,0
918,1,3,36.439237911325336,1,0.0908575424418104,0,1,0,1
298,2,5,374.21077547878434,1,0.1202921441842489,0,0,0,0
257,1,1,24.50807464508797,1,0.0527489254674629,2,0,0,0
731,1,2,1.3742178261820717,0,0.5961474019470724,2,0,0,0
658,0,3,1813.9684331432584,0,0.2731890350701901,1,2,0,1
625,1,4,273.3975467333533,1,0.869193051603424,3,0,0,1
497,1,5,96.56933344668992,0,0.3286811209903395,1,2,0,1
320,1,5,44.77607148878523,0,0.240583882405395,0,0,0,0
515,2,4,1993.2775588933575,0,0.4254693736072761,1,2,0,0
364,1,5,785.8522366456999,1,0.2421003251648999,2,0,0,0
695,2,5,140.01516083320996,0,0.268389912547167,1,0,0,1
334,1,4,5443.232509058146,0,0.1400076001113417,1,2,0,0
435,1,2,1241.0386833130349,0,0.1494230392926286,0,0,0,0
582,1,4,473.2415176636122,0,0.1563392944588966,0,0,0,0
548,1,2,74.26541693697688,0,0.4265191353104811,0,0,0,0
548,2,8,2079.679126752282,0,0.5914842206986889,1,0,0,1
405,1,1,714.3709932653392,0,0.3736617726316543,1,2,1,0
546,2,5,567.6638976950851,0,0.2662710184005284,0,1,1,0
356,1,5,452.3471176973836,0,0.3653314344121757,3,0,1,1
457,1,8,692.6809547672295,0,0.0407143342707764,2,2,0,1
795,1,5,192.45841079075373,0,0.5160551428037631,4,1,0,1
671,1,3,3370.574061463249,0,0.3641933104108133,3,2,0,1
468,2,5,544.9748401627303,0,0.2651696049833572,1,4,0,1
299,2,5,1416.295905152199,0,0.5835337686450378,0,2,0,0
496,1,4,3192.434490595072,0,0.4673798860415752,3,0,0,1
442,1,2,3255.129333354427,0,0.4621243006387462,3,0,0,1
334,1,3,2401.7283523063475,1,0.0942556705721732,3,2,0,1
603,1,3,363.87692600138746,1,0.6324430825034763,1,1,0,1
806,1,6,748.4586143609713,1,0.7293871938831017,0,0,0,1
478,2,5,1379.485976251833,1,0.5486421613532566,2,2,0,0
580,1,7,1960.7431473749025,0,0.2134341893127883,4,0,0,1
419,1,5,432.8347035997963,1,0.46121151797168,1,0,1,0
544,1,3,1043.0877101840715,1,0.2304731407359234,3,0,1,1
502,1,2,486.9383156809717,1,0.2320173428288454,2,4,0,0
519,1,2,891.3091643951311,0,0.5187905318426385,1,1,0,0
345,1,4,1304.606496740328,0,0.312577903387128,2,2,1,0
504,1,5,1471.7214585564684,1,0.5633426780295543,1,0,0,0
599,1,5,234.7605878502669,0,0.3277441859332334,2,2,1,0
790,2,6,677.8934494854515,0,0.0567142081720265,1,0,0,0
691,2,7,20.282360395872487,1,0.1004325339025341,1,2,1,1
930,1,6,1278.625148805052,1,0.3842531293597677,3,1,0,1
674,2,1,1642.610566371037,1,0.2647785893709732,2,1,1,0
536,1,5,417.7918883790516,0,0.2928909609368726,1,0,1,0
937,1,6,146.4350007208238,0,0.7638652715952837,1,0,0,1
338,1,4,1270.982731292495,1,0.3927211050035888,2,0,1,1
380,2,7,401.2478457048691,0,0.2178273161837279,4,0,1,1
75,2,2,669.3853366958781,1,0.6964000292784972,1,2,0,1
394,1,5,357.06710615021143,0,0.0783668806492494,1,0,0,0
348,1,2,157.81374339733782,0,0.1329296203186743,3,2,0,1
530,1,6,416.8271023025691,1,0.0909857164519636,1,3,1,0
568,1,7,124.61633860549372,1,0.3076052585875024,2,0,0,1
875,0,4,1015.9632083330908,0,0.1268035010112213,3,0,0,1
384,1,4,526.8150373921366,1,0.1173353894578856,1,1,0,0
320,2,4,657.4724714273497,1,0.3344906557050826,0,0,0,0
598,2,2,2321.311931324601,0,0.0549769407877706,2,0,1,1
235,2,4,65.19224417074551,0,0.2450245110405784,2,0,0,0
735,1,2,186.7837861770372,1,0.1194755093077225,2,0,0,0
157,1,7,75.88405038491372,0,0.099117919779548,2,0,0,1
477,1,2,1318.6791908414502,0,0.3571279938987257,0,2,0,0
747,0,3,52.01584766087736,0,0.1723968153176026,4,0,0,1
181,1,5,192.75181853158136,0,0.4347811869383117,0,0,0,1
501,1,5,593.1509539774886,0,0.3771766425312655,0,4,0,1
509,0,6,793.8232753577087,0,0.1488513664932715,2,2,0,0
409,1,3,498.1609302112118,0,0.1895203406364972,0,0,0,0
624,1,4,1059.901481610723,0,0.2630026785595361,2,3,1,0
286,2,4,342.7646284576921,1,0.1571596952602033,0,2,0,0
524,1,3,27.490555555123645,0,0.3622696851970853,1,1,0,0
602,0,5,314.15632646091484,0,0.2890653494291877,1,0,0,0
642,1,6,445.3264985677889,1,0.3186402409074456,0,2,0,0
275,1,6,860.8594653509111,0,0.1454543588851636,1,0,0,0
755,2,6,219.6155862443666,0,0.4796020142969581,2,0,0,0
350,1,4,212.980595450182,0,0.3192670293534753,3,0,0,1
810,1,6,2415.452120872336,0,0.4860501283877853,2,2,0,0
523,1,1,834.2698472105207,1,0.2457151008824127,1,0,0,1
513,1,2,606.104444143641,0,0.4407860222968099,1,1,0,1
912,1,6,264.838917966071,0,0.5191063916049161,2,0,0,1
851,1,7,178.944837530513,1,0.2465114395775569,2,2,0,1
450,1,4,855.1935030858665,0,0.1404996633249835,1,0,0,0
694,1,4,2037.839554015708,1,0.1342275619199011,4,2,1,1
629,1,7,191.51357281417157,0,0.181773886639099,0,2,1,1
773,1,2,678.4652914507715,1,0.1660409247687316,1,2,0,0
637,1,2,821.0030059019639,0,0.144507002359606,1,1,0,0
148,2,4,254.83705572921428,0,0.2332413694673469,1,2,0,1
263,1,3,940.6755581780216,1,0.1217957950924629,3,0,1,1
92,1,1,254.68878294385453,0,0.2913318224183618,4,0,0,1
446,1,2,846.7298282239082,0,0.5754628119619334,1,0,0,0
643,1,3,285.26379088683524,1,0.2538752613652882,3,0,0,1
800,2,3,68.81479967744049,1,0.5646303781769566,1,0,0,0
514,1,2,108.86043713950852,0,0.3674370971536336,2,2,0,1
825,1,8,1437.077970094992,0,0.3839509449215886,3,1,1,1
223,1,5,103.49970247123396,0,0.6259181133813,2,0,0,1
159,1,4,320.99508897526187,0,0.1650697828785725,2,0,0,0
488,1,2,271.33946881162154,0,0.1181121152724756,3,0,0,1
576,1,6,47.68086939869976,1,0.4409808884129393,2,1,0,0
86,1,4,1282.7069048148308,1,0.3997248310487209,2,0,0,1
482,1,3,3896.328707679077,0,0.258230168398981,3,0,0,1
633,1,5,40.46735178295716,0,0.1167910668444696,2,2,1,0
573,1,4,238.19529887877223,1,0.0451196252974713,1,0,0,0
312,1,3,424.9835810903341,0,0.1233264065393117,2,0,0,1
397,1,2,1663.6450617382643,1,0.2772451559572069,3,2,0,1
288,1,4,357.1356620606024,0,0.3777618294094363,1,1,0,0
487,2,3,675.7573723530146,0,0.2984365845475066,3,2,0,1
691,1,5,862.0906489934802,1,0.2796603883414871,2,1,1,0
600,1,2,697.7052942792316,0,0.2846061885946446,2,2,0,0
393,1,1,41.78067201334875,0,0.3223757817435106,1,0,0,0
341,2,6,523.4231991250443,0,0.3276860623023918,2,0,0,0
389,2,2,214.19156324338755,0,0.3584439206488646,1,2,0,1
260,1,4,1361.8315323598167,0,0.5165786017169385,1,0,0,0
892,1,5,1709.134690853882,0,0.4992038366507091,2,3,0,0
507,1,5,1752.3233441273994,0,0.2841674336694096,0,2,1,0
360,0,3,403.4865778239022,0,0.1557709989883122,1,1,0,0
542,2,3,239.97788280236048,0,0.5018388851042683,1,0,1,0
477,1,2,82.87836042133783,0,0.0633924619636463,2,2,1,0
455,1,3,892.7882702452835,0,0.0842230220692095,0,1,0,0
622,1,4,320.58239488844754,1,0.5549443799111192,1,0,0,0
384,1,5,647.248193926389,1,0.4320819256902591,1,2,1,0
64,1,4,2602.309128795854,0,0.1197090181572602,0,0,0,0
196,2,4,1055.24986022341,0,0.4084714992359909,2,0,0,0
773,2,2,38.33239482130345,0,0.2191327186318892,1,0,0,0
828,2,4,293.13528080005744,0,0.5520509331788248,1,3,0,0
450,2,3,41.264089186286704,1,0.1717332808583244,1,3,0,0
615,1,6,208.561285304474,0,0.4461973091437657,0,4,0,1
562,1,3,270.16018893753994,1,0.1280910465328125,2,1,0,0
1115,1,1,1012.621059097112,1,0.4574024783350627,1,1,0,0
474,2,3,37.1077070741238,1,0.7914732046005589,2,0,0,1
308,2,5,709.6334400472718,0,0.1885797428062117,2,0,1,0
178,2,6,2593.523797175267,1,0.6579082363213408,1,1,0,1
540,1,8,791.8745688539061,1,0.1339957966751723,1,0,0,1
348,1,3,2586.122756422195,1,0.3134185653690287,2,1,0,0
215,1,2,383.1504074999258,0,0.3117467975230141,0,0,0,0
370,1,6,492.6205213960546,0,0.1452841737902251,0,0,0,0
283,1,4,547.3285633258175,0,0.1589136049138914,1,0,0,0
837,1,7,2061.0608468592945,0,0.0435771371911826,3,0,0,1
676,1,3,382.791371814054,0,0.5114578967837109,1,1,0,0
498,1,6,3279.5697093711424,0,0.5487642479141687,4,3,0,1
515,1,3,196.84394159651757,0,0.1477622464217483,1,0,0,0
327,1,2,87.57341324246734,1,0.2466059331941914,4,0,0,1
804,1,4,151.83738130439949,1,0.2150811147271361,1,1,0,0
607,1,5,32.060104561091926,1,0.4155677504838529,3,1,0,1
292,2,6,942.9306555899634,0,0.2869485415219307,1,3,0,1
461,1,6,582.0322080577412,1,0.4066205218277882,3,2,0,1
324,1,4,1071.2962647815316,1,0.3392307240004005,2,0,1,0
685,2,2,2143.1406281745503,0,0.3956292628479452,2,0,0,0
881,2,4,99.54254758626884,1,0.3589836255608141,1,0,0,0
612,1,3,635.7441515689777,0,0.619831457511168,1,1,0,1
369,1,4,110.97235996589414,1,0.3444682029186903,2,0,0,0
402,1,4,77.84485553862508,0,0.2757646392384275,4,2,1,1
381,2,8,878.1004577397412,0,0.3786624796354609,0,1,0,1
509,1,6,1483.2509143250172,0,0.0953972040353312,2,1,1,0
333,1,3,1979.141827860449,1,0.427971703066784,2,1,0,0
554,1,3,467.4334236104878,0,0.5041812546089364,2,2,0,0
489,1,5,3124.607657783129,0,0.3549355641249846,0,0,0,0
318,2,6,1632.9624148339556,0,0.1745344534679175,3,0,1,1
384,2,6,310.2681752114139,0,0.479249768282443,1,0,0,0
651,1,4,2037.9143244022027,0,0.2434761095241926,1,2,0,1
600,1,2,201.44472302339048,0,0.0378831375129185,2,0,0,0
304,1,5,1080.722173905118,0,0.5003109601721245,3,3,0,1
519,1,5,443.3439575840872,1,0.1214446411841309,2,0,0,0
650,2,2,384.3209932767374,1,0.5312668751436829,3,0,0,1
